date,year,month,month_name,variable,value,source_page,source_url,datatable_index,quarter,quarter_name
2001-01-01,2001,1,Jan,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),0.0,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2001-02-01,2001,2,Feb,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),30.37,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2001-03-01,2001,3,Mar,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),36.4,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2001-04-01,2001,4,Apr,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),26.77,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2001-05-01,2001,5,May,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),26.7,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2001-06-01,2001,6,Jun,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),19.65,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2001-07-01,2001,7,Jul,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),16.88,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2001-08-01,2001,8,Aug,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),17.98,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2001-09-01,2001,9,Sep,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),14.02,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2001-10-01,2001,10,Oct,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),18.54,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2001-11-01,2001,11,Nov,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),15.21,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2001-12-01,2001,12,Dec,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),14.5,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2001-12-31,2001,,,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),0.0,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2002-01-01,2002,1,Jan,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),11.6,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2002-02-01,2002,2,Feb,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),9.87,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2002-03-01,2002,3,Mar,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),8.73,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2002-04-01,2002,4,Apr,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),16.83,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2002-05-01,2002,5,May,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),12.33,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2002-06-01,2002,6,Jun,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),15.74,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2002-07-01,2002,7,Jul,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),20.6,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2002-08-01,2002,8,Aug,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),12.21,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2002-09-01,2002,9,Sep,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),23.01,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2002-10-01,2002,10,Oct,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),18.37,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2002-11-01,2002,11,Nov,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),26.97,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2002-12-01,2002,12,Dec,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),25.17,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2002-12-31,2002,,,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),11.6,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2003-01-01,2003,1,Jan,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),23.92,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2003-02-01,2003,2,Feb,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),24.45,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2003-03-01,2003,3,Mar,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),20.56,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2003-04-01,2003,4,Apr,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),17.27,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2003-05-01,2003,5,May,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),19.92,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2003-06-01,2003,6,Jun,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),22.05,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2003-07-01,2003,7,Jul,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),24.77,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2003-08-01,2003,8,Aug,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),27.88,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2003-09-01,2003,9,Sep,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),24.19,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2003-10-01,2003,10,Oct,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),28.13,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2003-11-01,2003,11,Nov,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),17.11,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2003-12-01,2003,12,Dec,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),24.13,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2003-12-31,2003,,,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),23.92,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2004-01-01,2004,1,Jan,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),22.78,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2004-02-01,2004,2,Feb,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),28.75,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2004-03-01,2004,3,Mar,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),29.83,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2004-04-01,2004,4,Apr,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),33.42,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2004-05-01,2004,5,May,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),27.49,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2004-06-01,2004,6,Jun,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),29.44,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2004-07-01,2004,7,Jul,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),31.3,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2004-08-01,2004,8,Aug,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),22.06,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2004-09-01,2004,9,Sep,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),23.35,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2004-10-01,2004,10,Oct,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),23.74,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2004-11-01,2004,11,Nov,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),26.43,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2004-12-01,2004,12,Dec,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),16.49,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2004-12-31,2004,,,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),22.78,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2005-01-01,2005,1,Jan,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),18.45,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2005-02-01,2005,2,Feb,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),18.41,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2005-03-01,2005,3,Mar,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),17.96,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2005-04-01,2005,4,Apr,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),17.8,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2005-05-01,2005,5,May,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),18.2,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2005-06-01,2005,6,Jun,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),14.51,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2005-07-01,2005,7,Jul,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),12.12,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2005-08-01,2005,8,Aug,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),20.5,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2005-09-01,2005,9,Sep,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),17.11,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2005-10-01,2005,10,Oct,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),13.59,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2005-11-01,2005,11,Nov,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),19.76,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2005-12-01,2005,12,Dec,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),19.64,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2005-12-31,2005,,,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),18.45,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2006-01-01,2006,1,Jan,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),23.09,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2006-02-01,2006,2,Feb,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),21.14,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2006-03-01,2006,3,Mar,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),18.4,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2006-04-01,2006,4,Apr,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),14.33,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2006-05-01,2006,5,May,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),23.21,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2006-06-01,2006,6,Jun,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),26.45,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2006-07-01,2006,7,Jul,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),20.09,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2006-08-01,2006,8,Aug,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),23.0,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2006-09-01,2006,9,Sep,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),15.97,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2006-10-01,2006,10,Oct,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),24.89,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2006-11-01,2006,11,Nov,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),27.71,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2006-12-01,2006,12,Dec,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),25.19,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2006-12-31,2006,,,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),23.09,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2007-01-01,2007,1,Jan,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),20.76,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2007-02-01,2007,2,Feb,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),25.86,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2007-03-01,2007,3,Mar,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),23.47,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2007-04-01,2007,4,Apr,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),30.53,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2007-05-01,2007,5,May,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),26.51,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2007-06-01,2007,6,Jun,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),21.84,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2007-07-01,2007,7,Jul,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),25.69,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2007-08-01,2007,8,Aug,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),29.71,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2007-09-01,2007,9,Sep,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),34.55,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2007-10-01,2007,10,Oct,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),31.38,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2007-11-01,2007,11,Nov,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),29.22,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2007-12-01,2007,12,Dec,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),30.03,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2007-12-31,2007,,,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),20.76,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2008-01-01,2008,1,Jan,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),37.94,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2008-02-01,2008,2,Feb,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),33.78,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2008-03-01,2008,3,Mar,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),33.22,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2008-04-01,2008,4,Apr,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),36.77,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2008-05-01,2008,5,May,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),34.41,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2008-06-01,2008,6,Jun,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),35.79,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2008-07-01,2008,7,Jul,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),44.07,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2008-08-01,2008,8,Aug,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),26.88,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2008-09-01,2008,9,Sep,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),28.38,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2008-10-01,2008,10,Oct,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),33.89,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2008-11-01,2008,11,Nov,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),27.19,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2008-12-01,2008,12,Dec,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),22.63,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2008-12-31,2008,,,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),37.94,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2009-01-01,2009,1,Jan,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),24.69,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2009-02-01,2009,2,Feb,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),18.67,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2009-03-01,2009,3,Mar,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),23.05,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2009-04-01,2009,4,Apr,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),19.91,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2009-05-01,2009,5,May,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),16.1,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2009-06-01,2009,6,Jun,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),17.36,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2009-07-01,2009,7,Jul,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),11.7,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2009-08-01,2009,8,Aug,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),11.81,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2009-09-01,2009,9,Sep,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),14.59,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2009-10-01,2009,10,Oct,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),12.9,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2009-11-01,2009,11,Nov,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),9.42,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2009-12-01,2009,12,Dec,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),21.42,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2009-12-31,2009,,,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),24.69,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2010-01-01,2010,1,Jan,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),14.1,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2010-02-01,2010,2,Feb,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),13.46,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2010-03-01,2010,3,Mar,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),12.34,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2010-04-01,2010,4,Apr,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),12.16,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2010-05-01,2010,5,May,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),14.09,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2010-06-01,2010,6,Jun,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),17.24,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2010-07-01,2010,7,Jul,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),10.33,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2010-08-01,2010,8,Aug,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),21.42,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2010-09-01,2010,9,Sep,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),19.74,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2010-10-01,2010,10,Oct,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),15.69,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2010-11-01,2010,11,Nov,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),20.68,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2010-12-01,2010,12,Dec,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),15.48,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2010-12-31,2010,,,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),14.1,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2011-01-01,2011,1,Jan,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),19.6,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2011-02-01,2011,2,Feb,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),17.91,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2011-03-01,2011,3,Mar,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),26.22,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2011-04-01,2011,4,Apr,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),26.12,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2011-05-01,2011,5,May,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),22.12,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2011-06-01,2011,6,Jun,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),23.68,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2011-07-01,2011,7,Jul,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),26.73,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2011-08-01,2011,8,Aug,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),23.07,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2011-09-01,2011,9,Sep,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),26.75,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2011-10-01,2011,10,Oct,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),23.31,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2011-11-01,2011,11,Nov,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),22.35,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2011-12-01,2011,12,Dec,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),20.46,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2011-12-31,2011,,,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),19.6,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2012-01-01,2012,1,Jan,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),21.69,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2012-02-01,2012,2,Feb,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),32.19,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2012-03-01,2012,3,Mar,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),21.17,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2012-04-01,2012,4,Apr,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),16.13,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2012-05-01,2012,5,May,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),24.37,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2012-06-01,2012,6,Jun,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),17.45,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2012-07-01,2012,7,Jul,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),19.89,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2012-08-01,2012,8,Aug,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),16.84,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2012-09-01,2012,9,Sep,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),12.56,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2012-10-01,2012,10,Oct,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),20.51,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2012-11-01,2012,11,Nov,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),19.51,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2012-12-01,2012,12,Dec,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),14.33,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2012-12-31,2012,,,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),21.69,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2013-01-01,2013,1,Jan,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),17.08,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2013-02-01,2013,2,Feb,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),5.37,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2013-03-01,2013,3,Mar,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),7.8,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2013-04-01,2013,4,Apr,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),16.5,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2013-05-01,2013,5,May,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),13.26,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2013-06-01,2013,6,Jun,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),11.53,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2013-07-01,2013,7,Jul,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),11.27,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2013-08-01,2013,8,Aug,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),14.25,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
2013-09-01,2013,9,Sep,Bank of Ghana Composite Index of Economic Activity (Nominal Growth) (%),15.69,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,0,,
