date,year,month,month_name,variable,value,source_page,source_url,datatable_index
2018-06-01,2018,6,Jun,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),-10.13,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2018-07-01,2018,7,Jul,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),-3.78,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2018-08-01,2018,8,Aug,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),141.45,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2018-09-01,2018,9,Sep,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),162.18,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2018-10-01,2018,10,Oct,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),52.74,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2018-11-01,2018,11,Nov,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),200.39,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2018-12-01,2018,12,Dec,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),-1.8,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2019-01-01,2019,1,Jan,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),85.48,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2019-02-01,2019,2,Feb,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),292.75,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2019-03-01,2019,3,Mar,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),264.17,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2019-04-01,2019,4,Apr,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),393.31,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2019-05-01,2019,5,May,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),142.54,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2019-06-01,2019,6,Jun,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),176.59,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2019-07-01,2019,7,Jul,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),-9.19,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2019-08-01,2019,8,Aug,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),75.31,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2019-09-01,2019,9,Sep,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),108.99,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2019-10-01,2019,10,Oct,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),-38.33,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2019-11-01,2019,11,Nov,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),342.36,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2019-12-01,2019,12,Dec,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),422.85,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2020-01-01,2020,1,Jan,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),308.9,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2020-02-01,2020,2,Feb,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),482.13,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2020-03-01,2020,3,Mar,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),58.03,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2020-04-01,2020,4,Apr,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),157.24,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2020-05-01,2020,5,May,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),68.38,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2020-06-01,2020,6,Jun,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),-69.21,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2020-07-01,2020,7,Jul,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),118.58,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2020-08-01,2020,8,Aug,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),234.04,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2020-09-01,2020,9,Sep,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),198.34,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2020-10-01,2020,10,Oct,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),129.83,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2020-11-01,2020,11,Nov,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),-35.55,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2020-12-01,2020,12,Dec,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),392.27,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2021-01-01,2021,1,Jan,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),219.89,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2021-02-01,2021,2,Feb,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),212.81,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2021-03-01,2021,3,Mar,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),199.71,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2021-04-01,2021,4,Apr,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),145.6,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2021-05-01,2021,5,May,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),20.86,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2021-06-01,2021,6,Jun,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),88.0,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2021-07-01,2021,7,Jul,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),35.98,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2021-08-01,2021,8,Aug,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),-30.48,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2021-09-01,2021,9,Sep,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),87.71,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2021-10-01,2021,10,Oct,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),41.25,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2021-11-01,2021,11,Nov,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),7.9,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2021-12-01,2021,12,Dec,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),69.73,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2022-01-01,2022,1,Jan,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),83.36,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2022-02-01,2022,2,Feb,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),122.49,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2022-03-01,2022,3,Mar,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),666.99,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2022-04-01,2022,4,Apr,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),280.31,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2022-05-01,2022,5,May,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),115.93,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2022-06-01,2022,6,Jun,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),205.26,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2022-07-01,2022,7,Jul,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),-67.06,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2022-08-01,2022,8,Aug,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),149.3,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2022-09-01,2022,9,Sep,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),40.56,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2022-10-01,2022,10,Oct,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),261.58,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2022-11-01,2022,11,Nov,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),444.36,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2022-12-01,2022,12,Dec,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),450.75,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2023-01-01,2023,1,Jan,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),513.99,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2023-02-01,2023,2,Feb,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),377.65,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2023-03-01,2023,3,Mar,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),483.67,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2023-04-01,2023,4,Apr,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),225.08,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2023-05-01,2023,5,May,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),0.0,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2023-06-01,2023,6,Jun,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),0.0,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2023-07-01,2023,7,Jul,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),0.0,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2023-08-01,2023,8,Aug,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),0.0,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2023-09-01,2023,9,Sep,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),0.0,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2023-10-01,2023,10,Oct,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),0.0,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2023-11-01,2023,11,Nov,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),0.0,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2023-12-01,2023,12,Dec,Merchandise Exports Less Imports_Trade Balance (Millions of US Dollars),0.0,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2005-01-01,2005,1,Jan,Merchandise Exports_Cocoa Beans (Millions of US Dollars),70.74,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2005-02-01,2005,2,Feb,Merchandise Exports_Cocoa Beans (Millions of US Dollars),119.15,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2005-03-01,2005,3,Mar,Merchandise Exports_Cocoa Beans (Millions of US Dollars),97.2,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2005-04-01,2005,4,Apr,Merchandise Exports_Cocoa Beans (Millions of US Dollars),64.32,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2005-05-01,2005,5,May,Merchandise Exports_Cocoa Beans (Millions of US Dollars),94.43,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2005-06-01,2005,6,Jun,Merchandise Exports_Cocoa Beans (Millions of US Dollars),74.86,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2005-07-01,2005,7,Jul,Merchandise Exports_Cocoa Beans (Millions of US Dollars),61.9,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2005-08-01,2005,8,Aug,Merchandise Exports_Cocoa Beans (Millions of US Dollars),62.6,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2005-09-01,2005,9,Sep,Merchandise Exports_Cocoa Beans (Millions of US Dollars),15.12,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2005-10-01,2005,10,Oct,Merchandise Exports_Cocoa Beans (Millions of US Dollars),17.24,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2005-11-01,2005,11,Nov,Merchandise Exports_Cocoa Beans (Millions of US Dollars),37.65,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2005-12-01,2005,12,Dec,Merchandise Exports_Cocoa Beans (Millions of US Dollars),103.24,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2006-01-01,2006,1,Jan,Merchandise Exports_Cocoa Beans (Millions of US Dollars),104.14,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2006-02-01,2006,2,Feb,Merchandise Exports_Cocoa Beans (Millions of US Dollars),90.02,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2006-03-01,2006,3,Mar,Merchandise Exports_Cocoa Beans (Millions of US Dollars),123.88,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2006-04-01,2006,4,Apr,Merchandise Exports_Cocoa Beans (Millions of US Dollars),74.81,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2006-05-01,2006,5,May,Merchandise Exports_Cocoa Beans (Millions of US Dollars),91.34,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2006-06-01,2006,6,Jun,Merchandise Exports_Cocoa Beans (Millions of US Dollars),84.96,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2006-07-01,2006,7,Jul,Merchandise Exports_Cocoa Beans (Millions of US Dollars),128.33,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2006-08-01,2006,8,Aug,Merchandise Exports_Cocoa Beans (Millions of US Dollars),120.21,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2006-09-01,2006,9,Sep,Merchandise Exports_Cocoa Beans (Millions of US Dollars),28.03,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2006-10-01,2006,10,Oct,Merchandise Exports_Cocoa Beans (Millions of US Dollars),18.59,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2006-11-01,2006,11,Nov,Merchandise Exports_Cocoa Beans (Millions of US Dollars),102.36,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2006-12-01,2006,12,Dec,Merchandise Exports_Cocoa Beans (Millions of US Dollars),74.38,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2007-01-01,2007,1,Jan,Merchandise Exports_Cocoa Beans (Millions of US Dollars),107.32,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2007-02-01,2007,2,Feb,Merchandise Exports_Cocoa Beans (Millions of US Dollars),110.38,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2007-03-01,2007,3,Mar,Merchandise Exports_Cocoa Beans (Millions of US Dollars),119.83,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2007-04-01,2007,4,Apr,Merchandise Exports_Cocoa Beans (Millions of US Dollars),104.93,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2007-05-01,2007,5,May,Merchandise Exports_Cocoa Beans (Millions of US Dollars),125.81,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2007-06-01,2007,6,Jun,Merchandise Exports_Cocoa Beans (Millions of US Dollars),99.01,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2007-07-01,2007,7,Jul,Merchandise Exports_Cocoa Beans (Millions of US Dollars),55.25,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2007-08-01,2007,8,Aug,Merchandise Exports_Cocoa Beans (Millions of US Dollars),62.71,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2007-09-01,2007,9,Sep,Merchandise Exports_Cocoa Beans (Millions of US Dollars),9.42,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2007-10-01,2007,10,Oct,Merchandise Exports_Cocoa Beans (Millions of US Dollars),7.6,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2007-11-01,2007,11,Nov,Merchandise Exports_Cocoa Beans (Millions of US Dollars),63.93,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2007-12-01,2007,12,Dec,Merchandise Exports_Cocoa Beans (Millions of US Dollars),109.48,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2008-01-01,2008,1,Jan,Merchandise Exports_Cocoa Beans (Millions of US Dollars),100.4,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2008-02-01,2008,2,Feb,Merchandise Exports_Cocoa Beans (Millions of US Dollars),118.6,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2008-03-01,2008,3,Mar,Merchandise Exports_Cocoa Beans (Millions of US Dollars),151.58,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2008-04-01,2008,4,Apr,Merchandise Exports_Cocoa Beans (Millions of US Dollars),152.88,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2008-05-01,2008,5,May,Merchandise Exports_Cocoa Beans (Millions of US Dollars),187.67,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2008-06-01,2008,6,Jun,Merchandise Exports_Cocoa Beans (Millions of US Dollars),112.31,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2008-07-01,2008,7,Jul,Merchandise Exports_Cocoa Beans (Millions of US Dollars),62.43,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2008-08-01,2008,8,Aug,Merchandise Exports_Cocoa Beans (Millions of US Dollars),67.16,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2008-09-01,2008,9,Sep,Merchandise Exports_Cocoa Beans (Millions of US Dollars),23.87,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2008-10-01,2008,10,Oct,Merchandise Exports_Cocoa Beans (Millions of US Dollars),13.17,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2008-11-01,2008,11,Nov,Merchandise Exports_Cocoa Beans (Millions of US Dollars),82.68,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2008-12-01,2008,12,Dec,Merchandise Exports_Cocoa Beans (Millions of US Dollars),152.34,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2009-01-01,2009,1,Jan,Merchandise Exports_Cocoa Beans (Millions of US Dollars),179.06,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2009-02-01,2009,2,Feb,Merchandise Exports_Cocoa Beans (Millions of US Dollars),122.96,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2009-03-01,2009,3,Mar,Merchandise Exports_Cocoa Beans (Millions of US Dollars),161.3,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2009-04-01,2009,4,Apr,Merchandise Exports_Cocoa Beans (Millions of US Dollars),185.75,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2009-05-01,2009,5,May,Merchandise Exports_Cocoa Beans (Millions of US Dollars),141.67,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2009-06-01,2009,6,Jun,Merchandise Exports_Cocoa Beans (Millions of US Dollars),120.23,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2009-07-01,2009,7,Jul,Merchandise Exports_Cocoa Beans (Millions of US Dollars),52.49,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2009-08-01,2009,8,Aug,Merchandise Exports_Cocoa Beans (Millions of US Dollars),46.6,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2009-09-01,2009,9,Sep,Merchandise Exports_Cocoa Beans (Millions of US Dollars),38.44,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2009-10-01,2009,10,Oct,Merchandise Exports_Cocoa Beans (Millions of US Dollars),40.96,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2009-11-01,2009,11,Nov,Merchandise Exports_Cocoa Beans (Millions of US Dollars),147.69,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2009-12-01,2009,12,Dec,Merchandise Exports_Cocoa Beans (Millions of US Dollars),185.22,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2010-01-01,2010,1,Jan,Merchandise Exports_Cocoa Beans (Millions of US Dollars),201.74,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2010-02-01,2010,2,Feb,Merchandise Exports_Cocoa Beans (Millions of US Dollars),178.33,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2010-03-01,2010,3,Mar,Merchandise Exports_Cocoa Beans (Millions of US Dollars),122.22,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2010-04-01,2010,4,Apr,Merchandise Exports_Cocoa Beans (Millions of US Dollars),147.91,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2010-05-01,2010,5,May,Merchandise Exports_Cocoa Beans (Millions of US Dollars),146.04,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2010-06-01,2010,6,Jun,Merchandise Exports_Cocoa Beans (Millions of US Dollars),147.69,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2010-07-01,2010,7,Jul,Merchandise Exports_Cocoa Beans (Millions of US Dollars),105.29,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2010-08-01,2010,8,Aug,Merchandise Exports_Cocoa Beans (Millions of US Dollars),52.38,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2010-09-01,2010,9,Sep,Merchandise Exports_Cocoa Beans (Millions of US Dollars),80.57,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2010-10-01,2010,10,Oct,Merchandise Exports_Cocoa Beans (Millions of US Dollars),9.13,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2010-11-01,2010,11,Nov,Merchandise Exports_Cocoa Beans (Millions of US Dollars),163.42,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2010-12-01,2010,12,Dec,Merchandise Exports_Cocoa Beans (Millions of US Dollars),244.21,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2011-01-01,2011,1,Jan,Merchandise Exports_Cocoa Beans (Millions of US Dollars),241.01,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2011-02-01,2011,2,Feb,Merchandise Exports_Cocoa Beans (Millions of US Dollars),236.46,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2011-03-01,2011,3,Mar,Merchandise Exports_Cocoa Beans (Millions of US Dollars),273.03,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2011-04-01,2011,4,Apr,Merchandise Exports_Cocoa Beans (Millions of US Dollars),190.32,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2011-05-01,2011,5,May,Merchandise Exports_Cocoa Beans (Millions of US Dollars),157.66,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2011-06-01,2011,6,Jun,Merchandise Exports_Cocoa Beans (Millions of US Dollars),172.15,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2011-07-01,2011,7,Jul,Merchandise Exports_Cocoa Beans (Millions of US Dollars),138.1,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2011-08-01,2011,8,Aug,Merchandise Exports_Cocoa Beans (Millions of US Dollars),170.44,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2011-09-01,2011,9,Sep,Merchandise Exports_Cocoa Beans (Millions of US Dollars),111.94,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2011-10-01,2011,10,Oct,Merchandise Exports_Cocoa Beans (Millions of US Dollars),57.4,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2011-11-01,2011,11,Nov,Merchandise Exports_Cocoa Beans (Millions of US Dollars),54.19,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
2011-12-01,2011,12,Dec,Merchandise Exports_Cocoa Beans (Millions of US Dollars),131.69,merchandise_trade_flows,https://www.bog.gov.gh/economic-data/merchandise-trade-flows/,0
