Year,Variables,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,source_page,source_url,datatable_index,First Quarter,Second Quarter,Third Quarter,Fourth Quarter,col_3
2022,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"133,234.51","121,411.37","142,537.90","180,099.18",
2022,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,3.14,4.82,3.30,4.30,
2022,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"141,115.99","130,657.52","152,394.82","186,053.96",
2022,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,2.44,3.52,2.67,3.70,
2022,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"43,796.87","38,457.60","41,065.55","45,957.05",
2022,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"46,560.13","40,800.59","43,870.92","48,733.41",
2021,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,5.31,6.58,8.20,7.59,
2021,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,3.63,4.18,6.48,7.03,
2021,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"42,483.16","36,690.04","40,156.66","44,100.57",
2021,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"45,330.24","39,304.57","43,025.32","47,397.22",
2021,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"111,105.13","97,227.92","106,999.38","122,642.75",
2021,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"115,691.57","102,326.49","112,489.45","128,623.41",
2020,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,6.33,-6.18,-2.20,5.66,
2020,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,6.42,-5.64,-3.26,4.30,
2020,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"40,340.47","34,424.08","37,114.22","40,990.44",
2020,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"43,742.77","37,726.30","40,406.02","44,282.09",
2020,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"96,590.19","85,869.62","92,699.63","102,988.48",
2020,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"100,590.73","88,474.65","96,339.11","106,536.24",
2019,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,5.41,7.54,4.35,6.13,
2019,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,5.88,9.08,5.28,5.98,
2019,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"37,938.65","36,692.29","37,948.38","38,795.83",
2019,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"41,103.53","39,982.22","41,766.50","42,455.34",
2019,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"82,086.73","80,556.78","85,495.59","87,070.48",
2019,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"88,101.54","85,908.96","90,956.43","91,577.34",
2018,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,9.96,2.62,6.80,4.93,
2018,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,10.88,3.32,6.58,4.22,
2018,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"35,992.53","34,119.63","36,365.32","36,554.85",
2018,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"38,822.39","36,654.03","39,670.80","40,059.84",
2018,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"72,938.57","67,897.12","74,147.79","76,632.84",
2018,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"77,443.00","71,758.29","78,761.65","80,624.44",
2017,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,5.38,7.92,3.28,2.26,
2017,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,7.63,12.47,7.02,5.86,
2017,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"32,731.28","33,247.96","34,049.76","34,838.39",
2017,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"35,011.55","35,475.50","37,221.88","38,436.98",
2017,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"60,905.26","61,179.15","65,329.96","66,361.01",
2017,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"62,269.03","63,255.46","68,238.33","69,035.14",
2016,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,0.76,0.73,11.52,5.27,
2016,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,-0.43,-2.48,11.13,5.43,
2016,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"31,058.90","30,806.99","32,968.97","34,069.50",
2016,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"32,528.34","31,541.84","34,779.33","36,309.47",
2016,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"53,070.62","52,440.45","53,636.18","59,420.32",
2016,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"53,165.03","52,484.50","53,848.20","60,096.86",
2015,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,11.40,3.23,-4.67,-0.28,
2015,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,10.82,3.27,-4.67,0.10,
2015,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"30,825.46","30,582.89","29,563.94","32,363.53",
2015,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"32,668.27","32,343.21","31,296.21","34,440.54",
2015,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"42,016.20","44,003.48","43,680.66","49,133.43",
2015,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"43,962.08","45,446.73","44,542.11","49,574.73",
2014,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,-1.32,3.17,7.22,0.95,
2014,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,-1.11,2.97,7.82,1.77,
2014,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"27,670.02","29,627.06","31,013.79","32,455.80",
2014,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"29,478.10","31,319.09","32,830.51","34,405.25",
2014,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"32,301.40","35,475.43","40,426.81","40,924.56",
2014,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"33,741.23","37,756.52","43,399.66","43,786.59",
2013,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,7.15,12.79,3.27,4.37,
2013,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,7.88,14.24,3.50,4.34,
2013,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"28,038.91","28,715.70","28,924.77","32,149.44",
2013,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"29,807.51","30,414.75","30,449.45","33,805.87",
2013,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"28,038.91","28,715.70","28,924.77","32,149.44",
2013,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"29,807.51","30,414.75","30,449.45","33,805.87",
2012,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,10.03,9.38,5.23,7.14,
2012,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,13.28,9.48,4.78,7.03,
2012,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"26,169.05","25,459.42","28,008.45","30,802.06",
2012,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"27,631.43","26,622.47","29,420.57","32,398.67",
2012,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"23,865.22","22,667.53","22,982.67","27,186.03",
2012,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"24,877.85","23,665.99","24,337.04","28,867.72",
2011,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,11.20,14.73,4.81,7.84,
2011,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,13.94,19.78,10.41,12.92,
2011,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"23,783.32","23,275.27","26,615.69","28,749.43",
2011,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"24,392.30","24,316.57","28,077.71","30,270.39",
2011,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"20,931.12","18,885.15","18,077.99","20,284.20",
2011,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"21,366.61","19,663.59","19,074.70","21,420.77",
2010,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,6.48,7.45,12.55,3.98,
2010,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,6.58,7.53,12.71,4.56,
2010,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"21,388.80","20,286.76","25,393.77","26,659.22",
2010,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"21,408.68","20,301.44","25,429.34","26,807.28",
2010,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"17,367.17","14,087.21","16,383.07","16,986.50",
2010,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"17,392.61","14,116.78","16,420.82","17,052.35",
2009,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,3.48,5.48,1.94,11.29,
2009,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,3.48,5.48,1.94,11.29,
2009,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"20,086.83","18,879.37","22,562.03","25,638.40",
2009,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"20,086.83","18,879.37","22,562.03","25,638.40",
2009,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"12,716.50","11,354.24","12,879.38","15,267.91",
2009,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"12,716.50","11,354.24","12,879.38","15,267.91",
2008,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,8.03,7.52,13.12,7.22,
2008,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,8.03,7.52,13.12,7.22,
2008,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"19,410.59","17,899.27","22,132.74","23,038.44",
2008,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"19,410.59","17,899.27","22,132.74","23,038.44",
2008,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"11,129.81","9,105.91","11,520.46","11,709.18",
2008,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"11,129.81","9,105.91","11,520.46","11,709.18",
2007,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,7.50,6.75,2.21,1.09,
2007,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,7.50,6.75,2.21,1.09,
2007,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"17,967.28","16,647.84","19,566.56","21,486.90",
2007,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"17,967.28","16,647.84","19,566.56","21,486.90",
2007,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"8,244.62","7,378.73","8,579.63","9,884.85",
2007,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"8,244.62","7,378.73","8,579.63","9,884.85",
2006,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,0.00,0.00,0.00,0.00,
2006,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,0.00,0.00,0.00,0.00,
2006,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"16,714.21","15,594.59","19,143.10","21,254.51",
2006,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"16,714.21","15,594.59","19,143.10","21,254.51",
2006,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"7,051.40","6,409.71","7,242.83","7,630.36",
2006,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,1,"7,051.40","6,409.71","7,242.83","7,630.36",
2022,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"610,222.29"
2022,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"577,282.96"
2022,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"179,965.56"
2022,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"172,889.28"
2022,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,3.08
2022,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,3.77
2021,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"459,131.00"
2021,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"437,975.17"
2021,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"175,057.00"
2021,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"163,430.44"
2021,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,5.36
2021,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,6.91
2020,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"391,941.00"
2020,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"378,147.92"
2020,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"166,157.00"
2020,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"152,869.21"
2020,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,0.51
2020,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,0.99
2019,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"356,544.00"
2019,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"335,209.58"
2019,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"165,308.00"
2019,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"151,375.15"
2019,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,6.51
2019,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,5.83
2018,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"308,587.00"
2018,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"291,616.31"
2018,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"155,207.00"
2018,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"143,032.33"
2018,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,6.20
2018,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,6.05
2017,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"262,798.00"
2017,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"253,775.38"
2017,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"146,146.00"
2017,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"134,867.40"
2017,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,8.13
2017,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,4.63
2016,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"219,595.00"
2016,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"218,567.56"
2016,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"135,159.00"
2016,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"128,904.36"
2016,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,3.37
2016,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,4.51
2015,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"183,526.00"
2015,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"178,833.77"
2015,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"130,748.00"
