Year,Variables,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,source_page,source_url,datatable_index,First Quarter,Second Quarter,Third Quarter,Fourth Quarter,col_3
2015,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"123,335.82"
2015,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,2.12
2015,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,2.13
2014,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"158,684.00"
2014,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"149,128.19"
2014,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"128,033.00"
2014,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"120,766.68"
2014,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,2.86
2014,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,2.49
2013,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"124,478.00"
2013,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"117,828.82"
2013,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"124,478.00"
2013,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"117,828.82"
2013,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,7.24
2013,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,6.69
2012,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"101,749.00"
2012,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"96,701.45"
2012,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"116,073.00"
2012,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"110,438.99"
2012,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,8.42
2012,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,7.83
2011,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"81,526.00"
2011,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"78,178.46"
2011,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"107,057.00"
2011,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"102,423.72"
2011,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,13.95
2011,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,9.28
2010,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"64,983.00"
2010,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"64,823.96"
2010,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"93,947.00"
2010,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"93,728.54"
2010,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,7.78
2010,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,7.53
2009,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"52,218.00"
2009,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"52,218.03"
2009,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"87,167.00"
2009,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"87,166.63"
2009,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,5.68
2009,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,5.68
2008,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"43,465.00"
2008,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"43,465.36"
2008,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"82,481.00"
2008,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"82,481.04"
2008,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,9.00
2008,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,9.00
2007,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"34,088.00"
2007,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"34,087.83"
2007,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"75,669.00"
2007,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"75,668.57"
2007,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,4.08
2007,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,4.07
2006,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"28,334.00"
2006,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"28,334.30"
2006,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"72,706.00"
2006,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"72,706.40"
2006,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,7.92
2006,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,7.92
2005,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"20,483.00"
2005,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"20,483.00"
2005,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"67,368.00"
2005,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"67,368.00"
2005,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,5.87
2005,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,5.87
2004,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"16,712.00"
2004,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"16,712.00"
2004,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"63,634.00"
2004,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"63,634.00"
2004,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,5.58
2004,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,5.58
2003,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"13,748.00"
2003,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"13,748.00"
2003,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"60,272.00"
2003,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"60,272.00"
2003,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,5.25
2003,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,5.25
2002,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"10,085.00"
2002,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"10,085.00"
2002,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"57,266.00"
2002,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"57,266.00"
2002,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,4.55
2002,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,4.55
2001,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"7,805.00"
2001,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"7,805.00"
2001,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"54,775.00"
2001,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"54,775.00"
2001,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,4.18
2001,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,4.18
2000,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"5,528.00"
2000,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"5,528.00"
2000,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"52,576.00"
2000,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"52,576.00"
2000,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,3.73
2000,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,3.73
1999,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"4,161.00"
1999,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"4,161.00"
1999,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"50,683.00"
1999,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"50,683.00"
1999,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,4.43
1999,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,4.43
1998,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"3,473.00"
1998,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"3,473.00"
1998,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"48,533.00"
1998,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"48,533.00"
1998,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,4.69
1998,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,4.69
1997,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"2,814.00"
1997,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"2,814.00"
1997,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"46,357.00"
1997,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"46,357.00"
1997,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,4.20
1997,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,4.20
1996,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"2,245.00"
1996,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"2,245.00"
1996,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"44,490.00"
1996,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"44,490.00"
1996,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,4.60
1996,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,4.60
1995,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"1,524.00"
1995,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"1,524.00"
1995,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"42,535.00"
1995,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"42,535.00"
1995,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,4.02
1994,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"1,016.00"
1994,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"1,016.00"
1994,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"40,890.00"
1994,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"40,890.00"
1994,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,3.27
1994,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,3.27
1993,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,750.00
1993,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,750.00
1993,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"39,595.00"
1993,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"39,595.00"
1993,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,4.93
1993,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,4.93
1992,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,579.00
1992,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,579.00
1992,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"37,733.00"
1992,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"37,733.00"
1992,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,3.90
1992,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,3.90
1991,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,492.00
1991,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,492.00
1991,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"36,317.00"
1991,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"36,317.00"
1991,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,5.30
1991,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,5.30
1990,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,385.00
1990,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,385.00
1990,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"34,489.00"
1990,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"34,489.00"
1990,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,3.30
1990,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,3.30
1989,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,227.20
1989,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,227.20
1989,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"8,718.94"
1989,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"8,718.94"
1989,Gross Domestic Product Growth Rate (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,5.09
1989,Gross Domestic Product Growth Rate: Non Oil (%),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,5.09
1988,Gross Domestic Product at Current Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,168.52
1988,Gross Domestic Product at Current Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,168.52
1988,Gross Domestic Product at Constant Prices (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"8,296.96"
1988,Gross Domestic Product at Constant Prices: Non-Oil (Millions of Ghana Cedis),,,,,,,,,,,,,real_sector,https://www.bog.gov.gh/economic-data/real-sector/,2,,,,,"8,296.96"
