pit_value,multiplicity,date,average_rank_percentile,lower_tail_q10,upper_tail_q90,previous_distinct_pit,next_distinct_pit,gap_to_previous,gap_to_next
1e-06,3,2022-09-19,0.0006648936170212766,True,False,,1.3170311754575703e-06,,3.170311754575704e-07
1e-06,3,2023-02-21,0.0006648936170212766,True,False,,1.3170311754575703e-06,,3.170311754575704e-07
1e-06,3,2023-12-29,0.0006648936170212766,True,False,,1.3170311754575703e-06,,3.170311754575704e-07
