,cedi,cedi_yahoo,gap_pct
2023-12-14,11.6402,12.02268409729004,3.29
2023-12-15,11.6431,11.989999771118164,2.98
2023-12-18,11.6431,12.08763027191162,3.82
2023-12-19,11.645,11.979999542236328,2.88
2023-12-20,11.6457,11.970000267028809,2.78
2023-12-21,11.6457,11.979999542236328,2.87
2023-12-22,11.6454,11.970000267028809,2.79
2023-12-27,11.6443,11.970000267028809,2.8
2023-12-28,11.643,11.970000267028809,2.81
2024-01-29,12.005,12.360440254211426,2.96
2024-01-30,12.0126,12.300000190734863,2.39
2024-01-31,12.0356,12.3100004196167,2.28
2024-02-01,12.0356,12.300000190734863,2.2
2024-02-02,12.0536,12.350000381469728,2.46
2024-02-05,12.0711,12.465635299682615,3.27
2024-02-06,12.0793,12.365549087524414,2.37
2024-02-07,12.0876,12.350000381469728,2.17
2024-02-08,12.1,12.350000381469728,2.07
2024-02-09,12.1178,12.380000114440918,2.16
2024-02-14,12.1625,12.40999984741211,2.03
2024-03-28,12.877,13.149999618530272,2.12
2024-04-02,12.9071,13.199999809265137,2.27
2024-04-03,12.9071,13.25,2.66
2024-04-04,12.9132,13.300000190734863,3.0
2024-04-05,12.9182,13.350000381469728,3.34
2024-04-08,12.9593,13.36992645263672,3.17
2024-04-09,12.9593,13.340699195861816,2.94
2024-04-10,12.9708,13.359999656677246,3.0
2024-04-12,12.9867,13.427842140197754,3.4
2024-04-15,12.9972,13.394238471984863,3.05
2024-04-16,12.9972,13.399999618530272,3.1
2024-04-17,13.0045,13.399999618530272,3.04
2024-04-18,13.01,13.41610622406006,3.12
2024-04-19,13.0537,13.399999618530272,2.65
2024-04-22,13.0666,13.397685050964355,2.53
2024-04-23,13.0758,13.40999984741211,2.56
2024-04-24,13.1421,13.40999984741211,2.04
2024-04-25,13.1749,13.470000267028809,2.24
2024-04-26,13.1994,13.489999771118164,2.2
2024-04-29,13.2442,13.555109024047852,2.35
2024-04-30,13.2739,13.600000381469728,2.46
2024-05-02,13.3734,13.649999618530272,2.07
2024-05-03,13.4161,13.699999809265137,2.12
2024-05-07,13.4982,13.770000457763672,2.01
2024-05-14,13.723,14.100000381469728,2.75
2024-05-15,13.7343,14.199999809265137,3.39
2024-05-16,13.771,14.210000038146973,3.19
2024-05-17,13.8,14.25,3.26
2024-05-20,13.8395,14.202194213867188,2.62
2024-05-21,13.8756,14.391741752624512,3.72
2024-05-22,13.907,14.449999809265137,3.9
2024-05-23,13.9295,14.5,4.1
2024-05-24,13.955,14.449999809265137,3.55
2024-05-27,14.005,14.509605407714844,3.6
2024-05-28,14.015,14.607134819030762,4.23
2024-05-29,14.0478,14.64517593383789,4.25
2024-05-30,14.0979,14.699999809265137,4.27
2024-05-31,14.1301,14.699999809265137,4.03
2024-06-03,14.1294,14.716094970703123,4.15
2024-06-04,14.1495,14.850000381469728,4.95
2024-06-05,14.1495,14.850000381469728,4.95
2024-06-06,14.1445,14.949999809265137,5.69
2024-06-07,14.1515,14.855175971984863,4.97
2024-06-10,14.1996,14.94985008239746,5.28
2024-06-11,14.248,14.86627960205078,4.34
2024-06-12,14.273,14.949999809265137,4.74
2024-06-13,14.273,14.949999809265137,4.74
2024-06-14,14.3015,14.989999771118164,4.81
2024-06-18,14.3229,15.0,4.73
2024-06-19,14.3649,15.050000190734863,4.77
2024-06-20,14.4067,15.050000190734863,4.47
2024-06-21,14.4467,15.100000381469728,4.52
2024-06-24,14.4865,15.095062255859377,4.2
2024-06-25,14.5258,15.149999618530272,4.3
2024-06-26,14.5458,15.199999809265137,4.5
2024-06-27,14.561,15.199999809265137,4.39
2024-06-28,14.586,15.199999809265137,4.21
2024-07-01,14.586,15.21246337890625,4.29
2024-07-02,14.6232,15.300000190734863,4.63
2024-07-03,14.6581,15.32612133026123,4.56
2024-07-04,14.6581,15.43000030517578,5.27
2024-07-05,14.6707,15.380910873413086,4.84
2024-07-08,14.7085,15.390661239624023,4.64
2024-07-09,14.7085,15.356762886047363,4.41
2024-07-10,14.7136,15.387532234191896,4.58
2024-07-11,14.7136,15.350000381469728,4.33
2024-07-12,14.7172,15.359999656677246,4.37
2024-07-15,14.7253,15.333059310913086,4.13
2024-07-16,14.7456,15.350000381469728,4.1
2024-07-17,14.7604,15.428165435791016,4.52
2024-07-18,14.765,15.38982105255127,4.23
2024-07-19,14.7811,15.41051197052002,4.26
2024-07-22,14.7811,15.404754638671877,4.22
2024-07-23,14.7864,15.399999618530272,4.15
2024-07-24,14.7984,15.449999809265137,4.4
2024-07-25,14.8185,15.460000038146973,4.33
2024-07-26,14.8283,15.479762077331545,4.39
2024-07-29,14.8358,15.479008674621582,4.34
2024-07-30,14.8906,15.479999542236328,3.96
2024-07-31,14.9009,15.489999771118164,3.95
2024-08-01,14.9501,15.5,3.68
2024-08-02,14.9696,15.510000228881836,3.61
2024-08-06,14.9911,15.5,3.39
2024-08-07,15.0222,15.5,3.18
2024-08-08,15.0574,15.564030647277832,3.36
2024-08-09,15.0919,15.539999961853027,2.97
2024-08-12,15.1156,15.579999923706056,3.07
2024-08-13,15.1341,15.579999923706056,2.95
2024-08-14,15.1327,15.600000381469728,3.09
2024-08-15,15.1327,15.600000381469728,3.09
2024-08-16,15.1322,15.630894660949709,3.3
2024-08-19,15.1312,15.519006729125977,2.56
2024-08-20,15.1312,15.579999923706056,2.97
2024-08-21,15.13,15.579999923706056,2.97
2024-08-22,15.1315,15.579999923706056,2.96
2024-08-23,15.1315,15.56999969482422,2.9
2024-08-26,15.1365,15.503413200378418,2.42
2024-08-27,15.1355,15.609999656677246,3.14
2024-08-28,15.158,15.600000381469728,2.92
2024-08-29,15.1719,15.631378173828123,3.03
2024-08-30,15.1899,15.65999984741211,3.09
2024-09-02,15.2302,15.65056324005127,2.76
2024-09-03,15.2476,15.616768836975098,2.42
2024-09-04,15.2795,15.609999656677246,2.16
2025-04-24,14.9,15.25,2.35
2025-04-25,14.55,15.117386817932127,3.9
2025-04-28,14.38,15.260000228881836,6.12
2025-04-29,14.25,15.260000228881836,7.09
2025-04-30,14.15,15.25,7.77
2025-05-02,13.9,14.271273612976074,2.67
2025-05-05,13.65,14.060771942138672,3.01
2025-05-23,10.95,11.614072799682615,6.06
2025-05-26,10.4,11.00936794281006,5.86
2025-08-13,10.7506,10.5,2.33
2025-08-14,10.8,10.5,2.78
2025-10-13,11.9,12.189154624938965,2.43
2025-10-14,11.45,11.936057090759276,4.25
2025-10-15,11.25,11.949999809265137,6.22
2025-10-16,10.7,11.899999618530272,11.21
2025-10-17,10.7,11.050000190734863,3.27
2025-12-24,11.1,11.460000038146973,3.24
2025-12-29,10.65,11.105551719665527,4.28
2025-12-30,10.45,11.300000190734863,8.13
2025-12-31,10.45,10.899999618530272,4.31
2026-01-06,10.6169,10.399999618530272,2.04
2026-02-24,10.66,10.941010475158691,2.64
2026-06-11,11.05,11.632821083068848,5.27
